Player,Team,Match Up,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Tima Pouye,TOR,TOR vs. ATL,07/17/2026,2026,L,3,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,1,0,0
Kia Nurse,TOR,TOR vs. ATL,07/17/2026,2026,L,18,6,1,2,50.0,1,1,100.0,3,3,100.0,0,0,0,1,1,0,0,1,-8
Kayla Alexander,TOR,TOR vs. ATL,07/17/2026,2026,L,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,-1
Sophie Cunningham,IND,IND vs. SEA,07/17/2026,2026,W,27,2,1,4,25.0,0,3,0.0,0,0,0.0,1,1,2,0,0,0,0,1,+3
Sika Kone,ATL,ATL @ TOR,07/17/2026,2026,W,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,+1
Isobel Borlase,ATL,ATL @ TOR,07/17/2026,2026,W,19,10,3,8,37.5,2,5,40.0,2,2,100.0,0,1,1,0,0,1,1,2,+6
Aaliyah Nye,ATL,ATL @ TOR,07/17/2026,2026,W,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,+1
Natisha Hiedeman,SEA,SEA @ IND,07/17/2026,2026,L,30,15,6,11,54.5,1,5,20.0,2,3,66.7,0,2,2,8,1,0,3,2,+2
Flau'jae Johnson,SEA,SEA @ IND,07/17/2026,2026,L,31,16,7,16,43.8,0,2,0.0,2,2,100.0,4,2,6,6,3,1,2,3,+4
Jaylyn Sherrod,ATL,ATL @ TOR,07/17/2026,2026,W,7,0,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,2,2,0,0,1,-8
Katie Lou Samuelson,SEA,SEA @ IND,07/17/2026,2026,L,19,8,3,4,75.0,1,2,50.0,1,1,100.0,0,1,1,0,0,0,1,2,+1
Monique Billings,IND,IND vs. SEA,07/17/2026,2026,W,31,16,5,7,71.4,0,0,0.0,6,7,85.7,0,5,5,3,2,1,0,2,+14
Makayla Timpson,IND,IND vs. SEA,07/17/2026,2026,W,32,8,3,6,50.0,0,0,0.0,2,2,100.0,8,1,9,2,2,0,3,3,-9
Kelsey Mitchell,IND,IND vs. SEA,07/17/2026,2026,W,34,30,13,25,52.0,3,8,37.5,1,1,100.0,0,1,1,0,0,0,1,2,+1
Caitlin Clark,IND,IND vs. SEA,07/17/2026,2026,W,29,45,11,18,61.1,6,10,60.0,17,19,89.5,0,2,2,10,4,2,4,4,+16
Shatori Walker-Kimbrough,ATL,ATL @ TOR,07/17/2026,2026,W,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,+1
Laura Juskaite,TOR,TOR vs. ATL,07/17/2026,2026,L,28,8,4,8,50.0,0,1,0.0,0,0,0.0,1,3,4,0,0,1,4,2,-13
Awa Fam,SEA,SEA @ IND,07/17/2026,2026,L,31,16,5,6,83.3,4,5,80.0,2,2,100.0,3,6,9,4,1,2,0,5,+4
Ariel Atkins,LA,LA @ CHI,07/17/2026,2026,L,34,9,3,11,27.3,1,6,16.7,2,2,100.0,0,4,4,3,0,1,3,2,-1
Cameron Brink,LA,LA @ CHI,07/17/2026,2026,L,19,9,2,6,33.3,1,4,25.0,4,4,100.0,2,4,6,0,0,2,4,5,-4
Sydney Taylor,CHI,CHI vs. LA,07/17/2026,2026,W,26,19,6,10,60.0,4,7,57.1,3,4,75.0,0,1,1,2,0,0,1,3,+20
Natasha Cloud,CHI,CHI vs. LA,07/17/2026,2026,W,32,15,5,10,50.0,3,6,50.0,2,2,100.0,0,6,6,9,0,0,0,2,+11
Courtney Vandersloot,CHI,CHI vs. LA,07/17/2026,2026,W,15,9,3,9,33.3,1,4,25.0,2,2,100.0,0,0,0,1,1,0,1,5,-14
Kamilla Cardoso,CHI,CHI vs. LA,07/17/2026,2026,W,24,13,6,8,75.0,0,0,0.0,1,2,50.0,3,8,11,3,0,2,2,3,+15
Azura Stevens,CHI,CHI vs. LA,07/17/2026,2026,W,28,12,5,12,41.7,0,3,0.0,2,5,40.0,0,6,6,5,3,0,1,2,+10
Chance Gray,LA,LA @ CHI,07/17/2026,2026,L,15,3,1,3,33.3,1,2,50.0,0,0,0.0,0,0,0,2,0,0,1,1,+2
Kate Martin,LA,LA @ CHI,07/17/2026,2026,L,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,+2
Dominique Malonga,SEA,SEA @ IND,07/17/2026,2026,L,29,28,13,22,59.1,1,3,33.3,1,2,50.0,5,9,14,2,0,0,6,2,-13
Jihyun Park,LA,LA @ CHI,07/17/2026,2026,L,8,2,1,1,100.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,1,1,-9
Cassandre Prosper,WSH,WSH vs. POR,07/16/2026,2026,L,17,3,1,4,25.0,1,3,33.3,0,0,0.0,1,1,2,0,0,0,2,0,-2
Cotie McMahon,WSH,WSH vs. POR,07/16/2026,2026,L,12,1,0,3,0.0,0,1,0.0,1,4,25.0,2,2,4,0,1,0,1,1,-7
Frieda Buhner,POR,POR @ WSH,07/16/2026,2026,W,18,9,3,7,42.9,3,5,60.0,0,0,0.0,2,3,5,1,0,1,2,2,+11
Nyadiew Puoch,POR,POR @ WSH,07/16/2026,2026,W,14,0,0,1,0.0,0,1,0.0,0,0,0.0,0,2,2,0,1,0,0,3,-1
Luisa Geiselsoder,POR,POR @ WSH,07/16/2026,2026,W,15,1,0,3,0.0,0,3,0.0,1,2,50.0,0,2,2,0,0,0,0,3,+2
Holly Winterburn,POR,POR @ WSH,07/16/2026,2026,W,3,3,1,2,50.0,1,2,50.0,0,0,0.0,0,0,0,0,0,0,0,0,+1
Teja Oblak,POR,POR @ WSH,07/16/2026,2026,W,17,9,4,12,33.3,1,5,20.0,0,0,0.0,1,0,1,2,0,0,3,5,+1
Angela Dugalic,WSH,WSH vs. POR,07/16/2026,2026,L,8,2,0,1,0.0,0,1,0.0,2,2,100.0,1,2,3,0,0,1,1,1,-5
Rori Harmon,WSH,WSH vs. POR,07/16/2026,2026,L,3,2,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,-1
Lucy Olsen,WSH,WSH vs. POR,07/16/2026,2026,L,3,0,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,0,-1
Tyasha Harris,IND,IND vs. GS,07/16/2026,2026,L,19,5,2,5,40.0,1,4,25.0,0,0,0.0,0,2,2,1,0,0,2,4,-11
Kayla Thornton,GS,GS @ IND,07/16/2026,2026,W,31,11,3,8,37.5,2,5,40.0,3,3,100.0,2,6,8,1,0,0,1,2,+21
Lexie Hull,IND,IND vs. GS,07/16/2026,2026,L,22,2,1,4,25.0,0,1,0.0,0,0,0.0,1,0,1,0,0,1,1,3,-9
Gabby Williams,GS,GS @ IND,07/16/2026,2026,W,27,16,6,12,50.0,2,5,40.0,2,4,50.0,1,2,3,1,3,1,5,1,+9
Grace VanSlooten,IND,IND vs. GS,07/16/2026,2026,L,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,-2
Makayla Timpson,IND,IND vs. GS,07/16/2026,2026,L,19,6,3,4,75.0,0,0,0.0,0,0,0.0,1,4,5,0,0,0,1,1,-14
Raven Johnson,IND,IND vs. GS,07/16/2026,2026,L,1,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,-2
Tiffany Hayes,GS,GS @ IND,07/16/2026,2026,W,22,13,3,4,75.0,0,0,0.0,7,7,100.0,1,1,2,2,0,0,3,3,+11
Janelle Salaun,GS,GS @ IND,07/16/2026,2026,W,22,12,4,7,57.1,2,4,50.0,2,2,100.0,0,2,2,2,1,0,0,3,+4
Veronica Burton,GS,GS @ IND,07/16/2026,2026,W,30,4,1,4,25.0,0,1,0.0,2,2,100.0,2,3,5,4,3,0,3,2,+12
Nneka Ogwumike,LA,LA @ MIN,07/15/2026,2026,L,33,23,10,16,62.5,2,4,50.0,1,1,100.0,2,10,12,5,1,0,0,1,-13
Dominique Malonga,SEA,SEA @ CHI,07/15/2026,2026,L,29,16,6,16,37.5,0,3,0.0,4,9,44.4,7,5,12,4,2,1,2,4,-10
Awa Fam,SEA,SEA @ CHI,07/15/2026,2026,L,31,14,6,15,40.0,2,6,33.3,0,0,0.0,1,6,7,3,1,2,2,3,-5
Natisha Hiedeman,SEA,SEA @ CHI,07/15/2026,2026,L,30,6,3,11,27.3,0,5,0.0,0,0,0.0,1,2,3,3,0,0,3,1,+6
Flau'jae Johnson,SEA,SEA @ CHI,07/15/2026,2026,L,31,25,11,17,64.7,1,5,20.0,2,3,66.7,1,5,6,4,3,1,3,1,-3
Katie Lou Samuelson,SEA,SEA @ CHI,07/15/2026,2026,L,20,11,4,4,100.0,1,1,100.0,2,3,66.7,2,1,3,0,2,0,0,2,-9
Azura Stevens,CHI,CHI vs. SEA,07/15/2026,2026,W,33,20,8,16,50.0,3,6,50.0,1,2,50.0,0,8,8,4,0,0,3,4,+2
Elizabeth Williams,CHI,CHI vs. SEA,07/15/2026,2026,W,28,5,2,6,33.3,0,0,0.0,1,2,50.0,4,3,7,4,2,3,1,3,-6
Sydney Taylor,CHI,CHI vs. SEA,07/15/2026,2026,W,25,17,7,15,46.7,1,6,16.7,2,3,66.7,1,4,5,0,1,0,2,4,0
Gabriela Jaquez,CHI,CHI vs. SEA,07/15/2026,2026,W,19,10,5,10,50.0,0,4,0.0,0,0,0.0,0,2,2,1,1,0,0,0,-7
Natasha Cloud,CHI,CHI vs. SEA,07/15/2026,2026,W,30,13,3,5,60.0,2,3,66.7,5,6,83.3,0,2,2,6,4,1,4,1,0
Dearica Hamby,LA,LA @ MIN,07/15/2026,2026,L,32,10,4,10,40.0,0,2,0.0,2,2,100.0,1,7,8,1,1,0,3,4,+3
Rae Burrell,LA,LA @ MIN,07/15/2026,2026,L,33,24,8,14,57.1,2,5,40.0,6,6,100.0,0,4,4,2,1,1,3,0,-4
Kiana Williams,LA,LA @ MIN,07/15/2026,2026,L,11,1,0,0,0.0,0,0,0.0,1,2,50.0,0,0,0,1,1,0,3,3,-8
Natasha Howard,MIN,MIN vs. LA,07/15/2026,2026,W,32,10,5,8,62.5,0,0,0.0,0,0,0.0,3,7,10,6,3,1,2,2,+8
Nia Coffey,MIN,MIN vs. LA,07/15/2026,2026,W,29,8,3,6,50.0,2,4,50.0,0,0,0.0,1,4,5,2,1,2,1,1,-2
Kayla McBride,MIN,MIN vs. LA,07/15/2026,2026,W,31,24,8,16,50.0,2,8,25.0,6,7,85.7,0,1,1,1,1,0,1,1,+13
Courtney Williams,MIN,MIN vs. LA,07/15/2026,2026,W,35,19,7,13,53.8,1,4,25.0,4,5,80.0,0,2,2,4,1,0,3,1,-3
Antonia Delaere,MIN,MIN vs. LA,07/15/2026,2026,W,14,5,2,3,66.7,1,2,50.0,0,0,0.0,0,0,0,1,1,0,0,1,+12
Ariel Atkins,LA,LA @ MIN,07/15/2026,2026,L,35,8,3,11,27.3,2,7,28.6,0,0,0.0,0,2,2,6,1,0,2,4,-2
Olivia Nelson-Ododa,CON,CON vs. POR,07/14/2026,2026,W,26,16,4,9,44.4,0,0,0.0,8,8,100.0,3,3,6,1,0,0,3,3,-9
Kahleah Copper,PHX,PHX @ MIN,07/14/2026,2026,L,32,26,9,14,64.3,3,5,60.0,5,5,100.0,0,3,3,1,1,0,2,3,-5
Alyssa Thomas,PHX,PHX @ MIN,07/14/2026,2026,L,37,19,8,14,57.1,0,0,0.0,3,4,75.0,2,6,8,12,1,0,4,1,-4
DeWanna Bonner,PHX,PHX @ MIN,07/14/2026,2026,L,33,17,6,12,50.0,2,7,28.6,3,4,75.0,1,8,9,3,1,0,1,2,-6
Aaliyah Edwards,CON,CON vs. POR,07/14/2026,2026,W,24,21,9,13,69.2,0,1,0.0,3,3,100.0,3,5,8,3,0,0,1,2,+8
Leila Lacan,CON,CON vs. POR,07/14/2026,2026,W,30,14,6,11,54.5,1,2,50.0,1,2,50.0,0,1,1,3,3,1,2,2,+1
Charlisse Leger-Walker,CON,CON vs. POR,07/14/2026,2026,W,33,4,2,8,25.0,0,5,0.0,0,0,0.0,0,4,4,7,3,0,2,2,+5
Megan DiLeo,POR,POR @ CON,07/14/2026,2026,L,31,15,6,12,50.0,2,6,33.3,1,1,100.0,0,5,5,0,1,1,0,1,+2
Diamond Miller,CON,CON vs. POR,07/14/2026,2026,W,32,8,3,8,37.5,2,5,40.0,0,0,0.0,0,1,1,5,2,0,2,3,-5
Carla Leite,POR,POR @ CON,07/14/2026,2026,L,33,18,6,11,54.5,0,0,0.0,6,6,100.0,1,0,1,6,0,0,6,1,+3
Sarah Ashlee Barker,POR,POR @ CON,07/14/2026,2026,L,25,9,3,7,42.9,0,2,0.0,3,3,100.0,1,4,5,2,0,0,3,1,-6
Emily Engstler,POR,POR @ CON,07/14/2026,2026,L,29,14,5,12,41.7,1,5,20.0,3,4,75.0,0,6,6,7,3,1,1,5,+5
Bridget Carleton,POR,POR @ CON,07/14/2026,2026,L,32,12,5,11,45.5,2,7,28.6,0,0,0.0,1,2,3,3,3,1,1,3,+2
Lexi Held,PHX,PHX @ MIN,07/14/2026,2026,L,12,4,1,3,33.3,0,2,0.0,2,2,100.0,0,0,0,3,0,0,1,0,0
Sami Whitcomb,PHX,PHX @ MIN,07/14/2026,2026,L,19,9,3,4,75.0,3,4,75.0,0,0,0.0,1,0,1,2,0,0,1,2,-7
Natasha Howard,MIN,MIN vs. PHX,07/14/2026,2026,W,35,13,5,11,45.5,0,2,0.0,3,4,75.0,0,3,3,7,2,0,4,3,+4
Tima Pouye,TOR,TOR vs. WSH,07/14/2026,2026,L,12,5,2,3,66.7,1,2,50.0,0,0,0.0,0,0,0,1,0,0,0,2,+2
Rori Harmon,WSH,WSH @ TOR,07/14/2026,2026,W,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
Kia Nurse,TOR,TOR vs. WSH,07/14/2026,2026,L,9,2,1,4,25.0,0,2,0.0,0,0,0.0,0,0,0,1,0,0,0,0,+3
Teonni Key,TOR,TOR vs. WSH,07/14/2026,2026,L,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,1,0,0,0
Laura Juskaite,TOR,TOR vs. WSH,07/14/2026,2026,L,25,7,3,8,37.5,0,4,0.0,1,2,50.0,1,3,4,1,0,0,1,3,-3
Cassandre Prosper,WSH,WSH @ TOR,07/14/2026,2026,W,8,0,0,6,0.0,0,2,0.0,0,0,0.0,2,0,2,0,0,0,0,3,+4
Lucy Olsen,WSH,WSH @ TOR,07/14/2026,2026,W,5,5,2,3,66.7,1,2,50.0,0,0,0.0,0,0,0,0,0,0,0,0,+2
Maria Conde,TOR,TOR vs. WSH,07/14/2026,2026,L,30,2,1,5,20.0,0,2,0.0,0,0,0.0,0,4,4,3,1,0,1,2,-10
Lauren Betts,WSH,WSH @ TOR,07/14/2026,2026,W,20,6,3,4,75.0,0,0,0.0,0,0,0.0,1,5,6,0,2,1,1,2,+8
Angela Dugalic,WSH,WSH @ TOR,07/14/2026,2026,W,4,0,0,1,0.0,0,0,0.0,0,0,0.0,1,1,2,0,0,0,0,0,-4
Olivia Miles,MIN,MIN vs. PHX,07/14/2026,2026,W,31,33,10,16,62.5,5,8,62.5,8,9,88.9,0,3,3,8,0,0,5,5,+10
Courtney Williams,MIN,MIN vs. PHX,07/14/2026,2026,W,35,8,3,7,42.9,0,3,0.0,2,2,100.0,3,4,7,3,2,0,0,4,+9
Kayla McBride,MIN,MIN vs. PHX,07/14/2026,2026,W,35,37,11,17,64.7,6,11,54.5,9,9,100.0,0,6,6,1,4,2,2,2,-3
Nia Coffey,MIN,MIN vs. PHX,07/14/2026,2026,W,30,5,2,4,50.0,1,3,33.3,0,0,0.0,0,3,3,0,1,2,0,0,+3
Grace VanSlooten,IND,IND @ LV,07/13/2026,2026,W,3,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,+8
Ariel Atkins,LA,LA @ ATL,07/13/2026,2026,L,34,13,5,11,45.5,0,3,0.0,3,3,100.0,0,3,3,2,3,1,2,4,-10
Erica Wheeler,LA,LA @ ATL,07/13/2026,2026,L,32,20,8,16,50.0,2,6,33.3,2,2,100.0,0,3,3,4,1,0,3,5,-11
Dearica Hamby,LA,LA @ ATL,07/13/2026,2026,L,36,12,6,11,54.5,0,0,0.0,0,1,0.0,2,3,5,2,3,2,5,3,+4
Nneka Ogwumike,LA,LA @ ATL,07/13/2026,2026,L,32,19,7,13,53.8,3,5,60.0,2,2,100.0,2,3,5,5,0,0,3,3,-14
Lexie Hull,IND,IND @ LV,07/13/2026,2026,W,20,0,0,2,0.0,0,2,0.0,0,0,0.0,1,1,2,0,0,0,1,1,+10
Justine Pissott,LV,LV vs. IND,07/13/2026,2026,L,14,2,1,5,20.0,0,3,0.0,0,0,0.0,0,1,1,0,0,1,0,1,-24
Damiris Dantas,IND,IND @ LV,07/13/2026,2026,W,2,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,+5
Tyasha Harris,IND,IND @ LV,07/13/2026,2026,W,23,10,3,5,60.0,2,4,50.0,2,2,100.0,0,2,2,2,1,0,0,3,+35
Raven Johnson,IND,IND @ LV,07/13/2026,2026,W,3,5,2,2,100.0,1,1,100.0,0,0,0.0,0,1,1,0,0,0,0,0,+8
Stephanie Talbot,LV,LV vs. IND,07/13/2026,2026,L,13,0,0,1,0.0,0,1,0.0,0,0,0.0,1,1,2,1,0,0,1,2,-8
Brianna Turner,LV,LV vs. IND,07/13/2026,2026,L,11,4,2,2,100.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,2,-18
Jewell Loyd,LV,LV vs. IND,07/13/2026,2026,L,28,8,2,6,33.3,0,3,0.0,4,4,100.0,1,1,2,3,1,0,0,3,-30
Naz Hillmon,ATL,ATL vs. LA,07/13/2026,2026,W,32,10,4,7,57.1,1,3,33.3,1,2,50.0,3,2,5,2,0,0,3,1,+11
Rae Burrell,LA,LA @ ATL,07/13/2026,2026,L,33,18,5,9,55.6,2,5,40.0,6,6,100.0,1,3,4,4,3,0,2,3,+6
Dana Evans,LV,LV vs. IND,07/13/2026,2026,L,18,8,2,8,25.0,2,4,50.0,2,2,100.0,0,2,2,1,0,0,1,1,-34
Angel Reese,ATL,ATL vs. LA,07/13/2026,2026,W,33,23,7,11,63.6,1,1,100.0,8,8,100.0,3,10,13,2,3,0,3,4,+13
Allisha Gray,ATL,ATL vs. LA,07/13/2026,2026,W,33,20,8,15,53.3,3,6,50.0,1,2,50.0,1,0,1,2,2,1,1,3,+8
Jordin Canada,ATL,ATL vs. LA,07/13/2026,2026,W,35,16,5,12,41.7,1,5,20.0,5,5,100.0,1,2,3,9,2,0,3,1,+11
Rhyne Howard,ATL,ATL vs. LA,07/13/2026,2026,W,34,11,4,10,40.0,3,7,42.9,0,0,0.0,0,5,5,3,2,0,3,0,+3
Nyara Sabally,TOR,TOR vs. NY,07/12/2026,2026,W,26,13,5,9,55.6,0,1,0.0,3,3,100.0,3,4,7,1,2,0,2,3,+7
Julie Allemand,TOR,TOR vs. NY,07/12/2026,2026,W,34,4,2,4,50.0,0,2,0.0,0,0,0.0,0,5,5,10,2,0,1,2,-3
Marina Mabrey,TOR,TOR vs. NY,07/12/2026,2026,W,35,30,9,19,47.4,3,8,37.5,9,11,81.8,0,2,2,5,0,1,6,3,+6
Laura Juskaite,TOR,TOR vs. NY,07/12/2026,2026,W,31,18,7,8,87.5,2,3,66.7,2,2,100.0,1,3,4,3,3,0,6,5,+12
Maria Conde,TOR,TOR vs. NY,07/12/2026,2026,W,34,15,5,11,45.5,3,7,42.9,2,2,100.0,0,2,2,2,2,1,1,4,+14
Marine Johannes,NY,NY @ TOR,07/12/2026,2026,L,22,7,3,9,33.3,1,5,20.0,0,0,0.0,2,1,3,2,2,0,3,2,-12
Pauline Astier,NY,NY @ TOR,07/12/2026,2026,L,25,14,5,8,62.5,0,1,0.0,4,4,100.0,0,3,3,2,3,0,4,5,+14
Sabrina Ionescu,NY,NY @ TOR,07/12/2026,2026,L,33,28,9,18,50.0,3,7,42.9,7,8,87.5,1,3,4,8,3,0,1,3,-3
Jonquel Jones,NY,NY @ TOR,07/12/2026,2026,L,31,10,3,8,37.5,1,5,20.0,3,4,75.0,3,7,10,0,0,1,2,2,-12
Breanna Stewart,NY,NY @ TOR,07/12/2026,2026,L,34,22,8,21,38.1,0,3,0.0,6,6,100.0,3,5,8,2,2,1,1,1,-11
Natisha Hiedeman,SEA,SEA @ WSH,07/12/2026,2026,L,33,31,14,24,58.3,2,5,40.0,1,1,100.0,0,3,3,3,3,0,4,1,+3
Azura Stevens,CHI,CHI @ DAL,07/12/2026,2026,L,32,18,7,13,53.8,3,6,50.0,1,1,100.0,1,12,13,3,2,0,3,4,-3
Dominique Malonga,SEA,SEA @ WSH,07/12/2026,2026,L,22,10,4,10,40.0,0,1,0.0,2,2,100.0,8,7,15,2,2,2,4,5,-5
Kamilla Cardoso,CHI,CHI @ DAL,07/12/2026,2026,L,29,12,6,12,50.0,0,0,0.0,0,0,0.0,2,11,13,2,1,1,1,2,-8
Cassandre Prosper,WSH,WSH vs. SEA,07/12/2026,2026,W,10,3,1,2,50.0,1,2,50.0,0,0,0.0,0,0,0,1,0,0,1,2,+2
Sonia Citron,WSH,WSH vs. SEA,07/12/2026,2026,W,33,19,7,13,53.8,1,4,25.0,4,5,80.0,0,4,4,1,3,0,3,2,+2
Shakira Austin,WSH,WSH vs. SEA,07/12/2026,2026,W,33,27,10,18,55.6,2,4,50.0,5,7,71.4,2,4,6,3,1,1,3,2,+7
Michaela Onyenwere,WSH,WSH vs. SEA,07/12/2026,2026,W,24,0,0,3,0.0,0,1,0.0,0,0,0.0,2,0,2,2,0,1,2,4,+10
Jade Melbourne,SEA,SEA @ WSH,07/12/2026,2026,L,30,9,3,7,42.9,0,2,0.0,3,6,50.0,1,0,1,2,1,0,2,3,-7
Flau'jae Johnson,SEA,SEA @ WSH,07/12/2026,2026,L,31,9,2,9,22.2,0,2,0.0,5,6,83.3,0,7,7,3,4,0,2,2,-4
Awa Fam,SEA,SEA @ WSH,07/12/2026,2026,L,32,5,2,9,22.2,1,6,16.7,0,0,0.0,3,6,9,2,0,2,3,2,-2
Kiki Iriafen,WSH,WSH vs. SEA,07/12/2026,2026,W,29,12,4,10,40.0,1,1,100.0,3,5,60.0,5,7,12,3,1,0,0,2,-5
Li Yueru,DAL,DAL vs. CHI,07/12/2026,2026,W,23,10,4,6,66.7,1,3,33.3,1,1,100.0,2,8,10,0,1,1,0,1,+17
Paige Bueckers,DAL,DAL vs. CHI,07/12/2026,2026,W,36,22,7,15,46.7,1,3,33.3,7,8,87.5,0,6,6,11,0,1,1,4,+14
Arike Ogunbowale,DAL,DAL vs. CHI,07/12/2026,2026,W,30,17,6,14,42.9,2,6,33.3,3,4,75.0,1,2,3,1,1,0,1,0,+1
Jessica Shepard,DAL,DAL vs. CHI,07/12/2026,2026,W,34,19,9,13,69.2,0,0,0.0,1,2,50.0,4,6,10,5,0,0,1,1,+10
Sydney Taylor,CHI,CHI @ DAL,07/12/2026,2026,L,26,20,9,20,45.0,2,8,25.0,0,1,0.0,0,1,1,2,0,0,0,1,+10
Natasha Cloud,CHI,CHI @ DAL,07/12/2026,2026,L,32,15,5,8,62.5,0,2,0.0,5,5,100.0,0,2,2,3,0,0,2,3,-1
Azzi Fudd,DAL,DAL vs. CHI,07/12/2026,2026,W,35,16,5,14,35.7,3,8,37.5,3,3,100.0,0,1,1,3,2,1,0,1,+2
Courtney Vandersloot,CHI,CHI @ DAL,07/12/2026,2026,L,20,9,3,8,37.5,1,1,100.0,2,2,100.0,0,1,1,3,0,0,0,1,+6
Rhyne Howard,ATL,ATL vs. POR,07/11/2026,2026,L,31,10,3,9,33.3,2,8,25.0,2,2,100.0,1,2,3,4,4,0,1,2,-11
Megan DiLeo,POR,POR @ ATL,07/11/2026,2026,W,27,17,7,11,63.6,2,4,50.0,1,1,100.0,0,4,4,1,1,0,3,3,+1
Carla Leite,POR,POR @ ATL,07/11/2026,2026,W,26,13,2,7,28.6,1,3,33.3,8,9,88.9,1,2,3,10,0,0,6,5,-2
Naz Hillmon,ATL,ATL vs. POR,07/11/2026,2026,L,36,15,6,11,54.5,1,5,20.0,2,3,66.7,3,5,8,2,1,1,3,3,-2
Jordin Canada,ATL,ATL vs. POR,07/11/2026,2026,L,35,10,4,8,50.0,0,2,0.0,2,5,40.0,2,2,4,12,2,0,3,5,-8
Kamilla Cardoso,CHI,CHI @ LA,07/11/2026,2026,L,28,15,6,9,66.7,0,0,0.0,3,3,100.0,1,7,8,2,0,1,0,5,-12
Sika Kone,ATL,ATL vs. POR,07/11/2026,2026,L,17,11,3,8,37.5,1,4,25.0,4,4,100.0,2,3,5,0,0,0,0,5,-5
Isobel Borlase,ATL,ATL vs. POR,07/11/2026,2026,L,18,4,1,5,20.0,0,2,0.0,2,2,100.0,0,1,1,3,0,1,2,1,-1
Natasha Cloud,CHI,CHI @ LA,07/11/2026,2026,L,27,9,2,11,18.2,1,5,20.0,4,6,66.7,0,2,2,7,2,0,1,5,-16
Sydney Taylor,CHI,CHI @ LA,07/11/2026,2026,L,21,15,5,11,45.5,2,7,28.6,3,3,100.0,0,1,1,2,0,0,3,3,-3
Emily Engstler,POR,POR @ ATL,07/11/2026,2026,W,25,14,5,8,62.5,2,4,50.0,2,2,100.0,0,11,11,4,3,1,2,3,+17
Nyadiew Puoch,POR,POR @ ATL,07/11/2026,2026,W,25,9,4,8,50.0,1,3,33.3,0,0,0.0,0,0,0,0,1,0,0,3,+14
Sabrina Ionescu,NY,NY @ MIN,07/11/2026,2026,L,35,25,9,20,45.0,3,12,25.0,4,4,100.0,3,5,8,5,2,0,3,0,+7
Bridget Carleton,POR,POR @ ATL,07/11/2026,2026,W,34,12,4,9,44.4,4,8,50.0,0,0,0.0,1,2,3,4,2,2,1,1,+17
Olivia Miles,MIN,MIN vs. NY,07/11/2026,2026,W,32,23,6,16,37.5,4,7,57.1,7,10,70.0,1,4,5,4,1,0,2,3,+1
Courtney Williams,MIN,MIN vs. NY,07/11/2026,2026,W,36,12,5,17,29.4,2,3,66.7,0,0,0.0,5,7,12,1,0,0,3,2,+7
Kayla McBride,MIN,MIN vs. NY,07/11/2026,2026,W,33,25,8,17,47.1,5,11,45.5,4,4,100.0,1,3,4,2,4,0,0,4,+1
Nia Coffey,MIN,MIN vs. NY,07/11/2026,2026,W,28,3,1,2,50.0,1,2,50.0,0,0,0.0,1,4,5,5,0,2,2,4,+9
Natasha Howard,MIN,MIN vs. NY,07/11/2026,2026,W,36,16,5,9,55.6,1,1,100.0,5,6,83.3,5,4,9,2,2,0,2,3,-1
Marine Johannes,NY,NY @ MIN,07/11/2026,2026,L,23,14,5,10,50.0,4,9,44.4,0,0,0.0,1,2,3,1,1,0,0,3,-6
Pauline Astier,NY,NY @ MIN,07/11/2026,2026,L,23,4,2,5,40.0,0,1,0.0,0,0,0.0,0,0,0,2,2,0,4,3,-9
Jonquel Jones,NY,NY @ MIN,07/11/2026,2026,L,33,15,5,11,45.5,2,5,40.0,3,4,75.0,3,9,12,2,0,1,0,4,+5
Breanna Stewart,NY,NY @ MIN,07/11/2026,2026,L,37,17,7,16,43.8,2,3,66.7,1,1,100.0,3,4,7,3,2,1,4,1,-4
Nneka Ogwumike,LA,LA vs. CHI,07/11/2026,2026,W,33,25,9,16,56.2,3,7,42.9,4,5,80.0,0,12,12,5,1,1,2,2,+12
